split,seed,prompt_name,reward,n_turns,parse_ok,usd_cost
baseline,60000,default-systemprompt,0.35412346864630473,3,True,0.005208
baseline,60001,default-systemprompt,0.34788718973796423,3,True,0.005208000000000002
baseline,60002,default-systemprompt,0.3223276774859799,3,True,0.005208000000000001
baseline,60003,default-systemprompt,0.3260369392585844,3,True,0.005208000000000001
baseline,60004,default-systemprompt,0.2900873931982064,3,True,0.005208000000000001
baseline,60005,default-systemprompt,0.3223039705112639,3,True,0.005208000000000001
baseline,60006,default-systemprompt,0.35036285563998304,3,True,0.005207999999999997
baseline,60007,default-systemprompt,0.31916507824204643,3,True,0.005207999999999997
baseline,60008,default-systemprompt,0.3200044456768191,3,True,0.005207999999999997
baseline,60009,default-systemprompt,0.3241014634796118,3,True,0.005207999999999997
baseline,60010,default-systemprompt,0.3550983367076072,3,True,0.005207999999999997
baseline,60011,default-systemprompt,0.3816888334489133,3,True,0.005207999999999997
baseline,60012,default-systemprompt,0.3214739318099327,3,True,0.005208000000000011
baseline,60013,default-systemprompt,0.3525726920107067,3,True,0.005208000000000004
baseline,60014,default-systemprompt,0.3243418064076847,3,True,0.005208000000000004
baseline,60015,default-systemprompt,0.35166773916478833,3,True,0.005208000000000004
baseline,60016,default-systemprompt,0.2875453480617831,3,True,0.005208000000000004
baseline,60017,default-systemprompt,0.2958338009245451,3,True,0.005208000000000004
baseline,60018,default-systemprompt,0.3213235195187118,1,True,0.0032309999999999978
baseline,60019,default-systemprompt,0.32038004583774854,3,True,0.005208000000000004
baseline,60020,default-systemprompt,0.322113602522161,3,True,0.005208000000000004
baseline,60021,default-systemprompt,0.3230010096956693,3,True,0.005208000000000004
baseline,60022,default-systemprompt,0.32012301512201685,3,True,0.005208000000000004
baseline,60023,default-systemprompt,0.3208693587120507,3,True,0.005208000000000004
baseline,60024,default-systemprompt,0.32177145177405286,3,True,0.00520799999999999
baseline,60025,default-systemprompt,0.32275925920372434,3,True,0.00520799999999999
baseline,60026,default-systemprompt,0.32176851269109547,3,True,0.00520799999999999
baseline,60027,default-systemprompt,0.34585939964456514,3,True,0.00520799999999999
baseline,60028,default-systemprompt,0.3895880005074506,3,True,0.00520799999999999
baseline,60029,default-systemprompt,0.32149399468820794,3,True,0.00520799999999999
val:terse-baseline,60500,terse-baseline,0.3481593003678039,3,True,0.0048839999999999995
val:terse-baseline,60501,terse-baseline,0.3491657752091743,3,True,0.005009999999999987
val:terse-baseline,60502,terse-baseline,0.35142545328392955,3,True,0.005009999999999987
val:terse-baseline,60503,terse-baseline,0.31487010982956803,3,True,0.0048839999999999995
val:terse-baseline,60504,terse-baseline,0.29236409768239746,3,True,0.005009999999999987
val:verbose-with-strategy,60500,verbose-with-strategy,0.3482696329966742,3,True,0.005180999999999991
val:verbose-with-strategy,60501,verbose-with-strategy,0.3964933084023289,3,True,0.012081999999999982
val:verbose-with-strategy,60502,verbose-with-strategy,0.3503017817663915,3,True,0.005180999999999991
val:verbose-with-strategy,60503,verbose-with-strategy,0.3185905222572647,3,True,0.011785000000000018
val:verbose-with-strategy,60504,verbose-with-strategy,0.2884488683432431,3,True,0.007361000000000006
val:step-numbered,60500,step-numbered,0.36836073588095375,3,True,0.0050160000000000204
val:step-numbered,60501,step-numbered,0.39665645780929404,3,True,0.0050160000000000204
val:step-numbered,60502,step-numbered,0.3473355716445299,3,True,0.0050160000000000204
val:step-numbered,60503,step-numbered,0.3223474011636596,1,True,0.00304299999999999
val:step-numbered,60504,step-numbered,0.28714158883178104,3,True,0.0050160000000000204
val:rewritten-directive,60500,rewritten-directive,0.35054484893077104,3,True,0.005196000000000006
val:rewritten-directive,60501,rewritten-directive,0.35269753211242116,3,True,0.005196000000000034
val:rewritten-directive,60502,rewritten-directive,0.35019321210458965,3,True,0.005196000000000034
val:rewritten-directive,60503,rewritten-directive,0.3093358587758706,3,True,0.005196000000000034
val:rewritten-directive,60504,rewritten-directive,0.3073771327379762,3,True,0.005196000000000034
heldout-default,60100,default-systemprompt,0.3190510301648747,3,True,0.005208000000000046
heldout-default,60101,default-systemprompt,0.3221700436009899,3,True,0.005208000000000046
heldout-default,60102,default-systemprompt,0.3512674390338997,3,True,0.005208000000000046
heldout-default,60103,default-systemprompt,0.3218352196594868,3,True,0.005208000000000046
heldout-default,60104,default-systemprompt,0.3830493394894582,3,True,0.005208000000000046
heldout-default,60105,default-systemprompt,0.3191821859679419,3,True,0.005208000000000046
heldout-default,60106,default-systemprompt,0.32279876365193205,3,True,0.005208000000000046
heldout-default,60107,default-systemprompt,0.3505199441078984,3,True,0.005208000000000046
heldout-default,60108,default-systemprompt,0.32109994476714787,3,True,0.005208000000000046
heldout-default,60109,default-systemprompt,0.35387796743894584,3,True,0.005208000000000046
heldout-default,60110,default-systemprompt,0.32054189684672313,3,True,0.005208000000000046
heldout-default,60111,default-systemprompt,0.2915890466443342,3,True,0.005208000000000046
heldout-default,60112,default-systemprompt,0.35741123749424053,3,True,0.005208000000000046
heldout-default,60113,default-systemprompt,0.3214007957232438,3,True,0.005208000000000046
heldout-default,60114,default-systemprompt,0.35240792466058285,3,True,0.005208000000000046
heldout-default,60115,default-systemprompt,0.3513691362978828,3,True,0.005208000000000046
heldout-default,60116,default-systemprompt,0.35340427943458297,3,True,0.005208000000000046
heldout-default,60117,default-systemprompt,0.32220664551037775,3,True,0.005208000000000046
heldout-default,60118,default-systemprompt,0.3210039195941406,3,True,0.005208000000000046
heldout-default,60119,default-systemprompt,0.32263694021545214,3,True,0.005208000000000046
heldout-default,60120,default-systemprompt,0.35174493266212625,3,True,0.005208000000000046
heldout-default,60121,default-systemprompt,0.35167258497615417,3,True,0.005208000000000046
heldout-default,60122,default-systemprompt,0.2615336361372848,3,True,0.005208000000000046
heldout-default,60123,default-systemprompt,0.3206369394248245,3,True,0.005208000000000046
heldout-default,60124,default-systemprompt,0.3493298286711471,3,True,0.005208000000000046
heldout-default,60125,default-systemprompt,0.3798145850517344,3,True,0.005208000000000046
heldout-default,60126,default-systemprompt,0.3181147686476567,3,True,0.005208000000000046
heldout-default,60127,default-systemprompt,0.3185885903626811,3,True,0.005208000000000046
heldout-default,60128,default-systemprompt,0.32208459645070925,3,True,0.005208000000000046
heldout-default,60129,default-systemprompt,0.32242456443999323,3,True,0.005208000000000046
heldout-best,60100,step-numbered,0.31867218215772697,3,True,0.0050160000000000204
heldout-best,60101,step-numbered,0.3220252923033986,3,True,0.0050160000000000204
heldout-best,60102,step-numbered,0.3512674390338997,1,True,0.0030729999999999924
heldout-best,60103,step-numbered,0.3204811096564658,3,True,0.0050160000000000204
heldout-best,60104,step-numbered,0.3212983594294307,3,True,0.0050160000000000204
heldout-best,60105,step-numbered,0.3184364287005194,3,True,0.0050160000000000204
heldout-best,60106,step-numbered,0.3227560699642688,3,True,0.0050160000000000204
heldout-best,60107,step-numbered,0.3513211147056574,3,True,0.0050160000000000204
heldout-best,60108,step-numbered,0.3205918963744112,3,True,0.0050160000000000204
heldout-best,60109,step-numbered,0.3497360888309343,1,True,0.003043000000000018
heldout-best,60110,step-numbered,0.3194554991080098,3,True,0.0050160000000000204
heldout-best,60111,step-numbered,0.2906431479326518,3,True,0.0050160000000000204
heldout-best,60112,step-numbered,0.35737785116620757,3,True,0.0050160000000000204
heldout-best,60113,step-numbered,0.32262748362171206,3,True,0.0050160000000000204
heldout-best,60114,step-numbered,0.35241240254842066,3,True,0.0050160000000000204
heldout-best,60115,step-numbered,0.3443299517950503,3,True,0.0050160000000000204
heldout-best,60116,step-numbered,0.34940355695406383,3,True,0.0050160000000000204
heldout-best,60117,step-numbered,0.3217097926140371,3,True,0.0050160000000000204
heldout-best,60118,step-numbered,0.3205738247339337,3,True,0.0050160000000000204
heldout-best,60119,step-numbered,0.3205586544255805,3,True,0.0050160000000000204
heldout-best,60120,step-numbered,0.35101678435923234,3,True,0.0050160000000000204
heldout-best,60121,step-numbered,0.34507258160815324,3,True,0.0050160000000000204
heldout-best,60122,step-numbered,0.2601437089351789,3,True,0.0050160000000000204
heldout-best,60123,step-numbered,0.31205400134911787,3,True,0.0050160000000000204
heldout-best,60124,step-numbered,0.34922140355236525,3,True,0.0050160000000000204
heldout-best,60125,step-numbered,0.3798145850517344,2,True,0.005075999999999969
heldout-best,60126,step-numbered,0.3185989686787185,1,True,0.003222999999999976
heldout-best,60127,step-numbered,0.3182162908576007,3,True,0.0050160000000000204
heldout-best,60128,step-numbered,0.31995307561475655,3,True,0.0050160000000000204
heldout-best,60129,step-numbered,0.322255817558779,3,True,0.0050160000000000204
